"Fecha","Total de casos","Entidad"
"2022-01-09",753,"COLIMA"
"2022-05-13",26,"GUERRERO"
"2022-05-06",266,"SINALOA"
"2022-05-11",81,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-05-02",365,"MÉXICO"
"2022-05-09",34,"NAYARIT"
"2022-05-07",38,"NAYARIT"
"2022-04-28",83,"BAJA CALIFORNIA"
"2022-05-08",134,"TAMAULIPAS"
"2022-05-01",145,"TAMAULIPAS"
"2022-05-03",36,"TLAXCALA"
"2022-05-14",34,"ZACATECAS"
"2022-04-29",46,"CHIHUAHUA"
"2022-04-28",1870,"CIUDAD DE MÉXICO"
"2022-05-08",68,"HIDALGO"
"2022-05-17",135,"OAXACA"
"2022-05-02",140,"YUCATÁN"
"2022-05-17",47,"NAYARIT"
"2022-03-22",482,"MÉXICO"
"2022-05-01",67,"ZACATECAS"
"2022-03-13",186,"QUERÉTARO"
"2022-02-18",938,"MÉXICO"
"2022-05-06",64,"QUERÉTARO"
"2022-04-12",76,"QUERÉTARO"
"2022-05-17",34,"CAMPECHE"
"2022-05-18",54,"DURANGO"
"2022-03-13",432,"SINALOA"
"2022-04-25",170,"JALISCO"
"2022-03-15",236,"MORELOS"
"2022-05-07",81,"OAXACA"
"2022-04-17",84,"CHIHUAHUA"
"2022-04-02",318,"MÉXICO"
"2022-05-18",126,"CHIAPAS"
"2022-05-20",318,"GUANAJUATO"
"2022-04-05",423,"SAN LUIS POTOSÍ"
"2022-05-22",305,"GUANAJUATO"
"2022-05-23",60,"MICHOACÁN DE OCAMPO"
"2022-05-24",113,"TABASCO"
"2022-05-24",125,"MORELOS"
"2022-03-21",202,"JALISCO"
"2022-05-24",38,"TLAXCALA"
"2022-04-22",72,"BAJA CALIFORNIA SUR"
"2022-05-25",47,"SONORA"
"2022-05-26",246,"GUANAJUATO"
"2022-05-27",104,"PUEBLA"
"2022-05-27",75,"QUERÉTARO"
"2022-05-27",744,"SINALOA"
"2022-05-28",132,"OAXACA"
"2022-05-28",59,"CAMPECHE"
"2022-05-29",161,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-05-28",64,"NAYARIT"
"2022-05-31",39,"MICHOACÁN DE OCAMPO"
"2022-07-08",796,"SONORA"
"2022-07-09",627,"HIDALGO"
"2022-07-05",2078,"SINALOA"
"2022-07-09",382,"ZACATECAS"
"2022-07-07",446,"BAJA CALIFORNIA SUR"
"2022-06-28",1004,"COAHUILA DE ZARAGOZA"
"2022-07-05",1283,"COAHUILA DE ZARAGOZA"
"2022-06-14",1679,"SINALOA"
"2022-06-25",829,"TABASCO"
"2022-06-10",910,"MÉXICO"
"2022-06-06",325,"BAJA CALIFORNIA"
"2022-07-16",1178,"PUEBLA"
"2022-07-16",1453,"SINALOA"
"2022-06-20",205,"MICHOACÁN DE OCAMPO"
"2022-06-28",1944,"SINALOA"
"2022-07-18",375,"DURANGO"
"2022-07-18",427,"CHIAPAS"
"2022-06-25",137,"TLAXCALA"
"2022-06-28",890,"PUEBLA"
"2022-06-13",418,"BAJA CALIFORNIA"
"2021-01-18",460,"HIDALGO"
"2021-01-10",514,"YUCATÁN"
"2021-01-15",348,"DURANGO"
"2021-01-06",197,"CHIAPAS"
"2021-06-12",52,"COLIMA"
"2021-06-10",406,"SONORA"
"2021-06-05",211,"SINALOA"
"2021-06-09",547,"YUCATÁN"
"2021-06-07",375,"BAJA CALIFORNIA"
"2021-06-07",341,"JALISCO"
"2021-06-05",189,"PUEBLA"
"2021-05-03",604,"SAN LUIS POTOSÍ"
"2021-03-25",737,"GUANAJUATO"
"2021-03-02",751,"GUANAJUATO"
"2021-03-06",612,"GUANAJUATO"
"2021-03-19",763,"MÉXICO"
"2021-05-31",88,"NAYARIT"
"2021-05-23",59,"COLIMA"
"2021-03-23",901,"GUANAJUATO"
"2021-05-20",287,"YUCATÁN"
"2021-03-14",441,"JALISCO"
"2021-07-15",434,"HIDALGO"
"2021-07-16",278,"DURANGO"
"2021-07-14",155,"CAMPECHE"
"2021-07-09",291,"CHIAPAS"
"2021-07-07",923,"JALISCO"
"2021-07-06",536,"GUERRERO"
"2021-07-08",357,"MORELOS"
"2021-10-24",3854,"CIUDAD DE MÉXICO"
"2021-07-07",262,"BAJA CALIFORNIA"
"2021-07-09",172,"DURANGO"
"2021-09-21",325,"OAXACA"
"2021-08-26",1467,"GUANAJUATO"
"2021-08-16",1025,"QUERÉTARO"
"2021-09-22",301,"QUINTANA ROO"
"2021-04-16",438,"GUANAJUATO"
"2021-09-23",160,"DURANGO"
"2021-09-23",977,"SAN LUIS POTOSÍ"
"2021-09-23",278,"CHIAPAS"
"2021-09-24",928,"JALISCO"
"2021-09-24",527,"BAJA CALIFORNIA"
"2020-05-09",167,"COAHUILA DE ZARAGOZA"
"2020-05-10",289,"JALISCO"
"2020-05-08",33,"NAYARIT"
"2020-04-29",147,"TAMAULIPAS"
"2020-05-05",159,"COAHUILA DE ZARAGOZA"
"2020-05-10",317,"BAJA CALIFORNIA"
"2020-05-03",103,"TAMAULIPAS"
"2020-05-05",171,"SINALOA"
"2020-05-07",105,"YUCATÁN"
"2020-05-08",73,"OAXACA"
"2020-05-08",64,"CAMPECHE"
"2020-05-09",54,"QUERÉTARO"
"2020-05-04",149,"MICHOACÁN DE OCAMPO"
"2020-05-12",313,"GUANAJUATO"
"2020-05-11",248,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-04-21",314,"BAJA CALIFORNIA"
"2020-05-01",45,"AGUASCALIENTES"
"2020-05-01",273,"NUEVO LEÓN"
"2020-04-27",92,"MICHOACÁN DE OCAMPO"
"2020-05-02",80,"GUERRERO"
"2020-05-13",132,"GUERRERO"
"2020-04-16",46,"AGUASCALIENTES"
"2020-04-24",50,"SAN LUIS POTOSÍ"
"2020-05-14",37,"DURANGO"
"2020-04-09",40,"YUCATÁN"
"2020-05-15",25,"COLIMA"
"2020-01-20",60,"NUEVO LEÓN"
"2020-04-19",32,"OAXACA"
"2020-05-17",201,"COAHUILA DE ZARAGOZA"
"2020-05-19",203,"MICHOACÁN DE OCAMPO"
"2020-05-18",54,"BAJA CALIFORNIA SUR"
"2020-04-14",140,"TABASCO"
"2020-05-23",209,"COAHUILA DE ZARAGOZA"
"2020-05-23",79,"QUERÉTARO"
"2020-05-23",249,"SINALOA"
"2020-04-28",157,"JALISCO"
"2020-04-01",70,"CHIHUAHUA"
"2020-10-30",5301,"CIUDAD DE MÉXICO"
"2020-11-01",202,"YUCATÁN"
"2020-10-31",259,"TAMAULIPAS"
"2020-10-28",272,"MICHOACÁN DE OCAMPO"
"2020-11-01",603,"MÉXICO"
"2020-10-31",242,"ZACATECAS"
"2020-10-25",330,"TAMAULIPAS"
"2020-10-30",247,"BAJA CALIFORNIA"
"2020-11-03",100,"QUINTANA ROO"
"2020-10-31",183,"HIDALGO"
"2020-10-26",253,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-11-03",98,"MORELOS"
"2020-10-27",185,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-10-25",230,"HIDALGO"
"2020-10-22",151,"OAXACA"
"2020-11-05",805,"GUANAJUATO"
"2020-11-06",973,"NUEVO LEÓN"
"2020-11-06",69,"COLIMA"
"2020-10-24",55,"CAMPECHE"
"2020-11-08",313,"SONORA"
"2020-08-10",210,"OAXACA"
"2020-11-10",643,"TABASCO"
"2020-11-10",92,"QUINTANA ROO"
"2020-11-10",207,"TLAXCALA"
"2020-11-10",561,"CHIHUAHUA"
"2020-11-10",100,"MORELOS"
"2020-11-12",141,"BAJA CALIFORNIA SUR"
"2022-01-07",1146,"DURANGO"
"2022-05-15",305,"GUANAJUATO"
"2022-05-10",46,"MICHOACÁN DE OCAMPO"
"2022-04-28",108,"JALISCO"
"2022-05-09",71,"OAXACA"
"2022-05-06",88,"COAHUILA DE ZARAGOZA"
"2022-04-26",121,"JALISCO"
"2022-03-25",294,"MÉXICO"
"2022-02-16",244,"TAMAULIPAS"
"2022-04-06",412,"SAN LUIS POTOSÍ"
"2022-03-14",582,"SINALOA"
"2022-04-19",112,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-05-05",29,"GUERRERO"
"2022-04-12",91,"COAHUILA DE ZARAGOZA"
"2022-03-18",468,"SINALOA"
"2022-05-19",137,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-05-01",81,"HIDALGO"
"2022-04-24",134,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-05-21",103,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-05-03",40,"CHIHUAHUA"
"2022-04-17",107,"MORELOS"
"2022-05-30",452,"GUANAJUATO"
"2022-07-06",613,"MORELOS"
"2022-06-27",1721,"SAN LUIS POTOSÍ"
"2022-07-02",551,"BAJA CALIFORNIA"
"2022-07-06",353,"TLAXCALA"
"2022-06-23",1207,"NUEVO LEÓN"
"2022-07-05",1201,"PUEBLA"
"2022-07-17",310,"CAMPECHE"
"2022-07-17",425,"NAYARIT"
"2022-06-12",127,"CAMPECHE"
"2021-01-12",743,"COAHUILA DE ZARAGOZA"
"2021-01-07",445,"BAJA CALIFORNIA SUR"
"2021-12-05",635,"COAHUILA DE ZARAGOZA"
"2021-06-12",132,"AGUASCALIENTES"
"2021-05-05",1367,"MORELOS"
"2021-05-10",414,"JALISCO"
"2021-06-05",272,"COAHUILA DE ZARAGOZA"
"2021-05-28",119,"QUERÉTARO"
"2021-05-31",118,"OAXACA"
"2021-05-17",227,"PUEBLA"
"2021-06-05",126,"QUERÉTARO"
"2021-03-13",150,"OAXACA"
"2021-05-17",241,"QUERÉTARO"
"2021-02-28",322,"OAXACA"
"2021-06-03",84,"QUERÉTARO"
"2021-07-09",504,"SAN LUIS POTOSÍ"
"2021-05-24",790,"MICHOACÁN DE OCAMPO"
"2021-07-04",151,"MORELOS"
"2021-09-22",1259,"TABASCO"
"2020-03-29",69,"SAN LUIS POTOSÍ"
"2020-04-29",46,"HIDALGO"
"2020-05-09",148,"SINALOA"
"2020-05-03",58,"HIDALGO"
"2020-03-27",54,"SAN LUIS POTOSÍ"
"2020-04-30",91,"GUERRERO"
"2020-05-21",122,"CHIHUAHUA"
"2020-05-05",41,"QUERÉTARO"
"2020-05-15",62,"AGUASCALIENTES"
"2020-05-21",103,"TLAXCALA"
"2020-05-21",91,"MORELOS"
"2020-05-22",231,"MICHOACÁN DE OCAMPO"
"2020-04-21",221,"JALISCO"
"2020-05-26",91,"QUERÉTARO"
"2020-05-26",232,"SINALOA"
"2020-05-28",65,"QUINTANA ROO"
"2020-10-29",204,"MICHOACÁN DE OCAMPO"
"2020-11-07",278,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-05-14",204,"TAMAULIPAS"
"2022-05-09",40,"CAMPECHE"
"2022-05-03",53,"MORELOS"
"2022-04-23",82,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-05-24",67,"CHIHUAHUA"
"2022-05-24",86,"QUINTANA ROO"
"2021-01-22",282,"BAJA CALIFORNIA SUR"
"2021-05-11",483,"SAN LUIS POTOSÍ"
"2021-03-15",939,"MÉXICO"
"2021-04-25",592,"GUANAJUATO"
"2021-07-16",467,"CHIAPAS"
"2021-07-18",454,"BAJA CALIFORNIA"
"2021-07-13",371,"BAJA CALIFORNIA"
"2021-07-04",513,"QUINTANA ROO"
"2021-08-16",1276,"COAHUILA DE ZARAGOZA"
"2020-04-28",217,"BAJA CALIFORNIA"
"2020-05-15",268,"NUEVO LEÓN"
"2020-05-27",190,"GUERRERO"
"2020-11-03",415,"CHIHUAHUA"
"2020-11-03",283,"TABASCO"
"2020-11-03",119,"TLAXCALA"
"2020-11-04",316,"SONORA"
"2020-12-11",575,"BAJA CALIFORNIA"
"2020-07-16",80,"MORELOS"
"2020-11-06",345,"AGUASCALIENTES"
"2020-12-09",524,"SONORA"
"2022-05-04",106,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-07-13",616,"MICHOACÁN DE OCAMPO"
"2022-06-30",537,"BAJA CALIFORNIA"
"2022-07-06",1203,"TABASCO"
"2021-05-14",411,"SAN LUIS POTOSÍ"
"2021-07-15",257,"ZACATECAS"
"2021-07-08",868,"TABASCO"
"2021-09-22",1286,"MORELOS"
"2020-05-17",73,"QUERÉTARO"
"2020-05-21",305,"TABASCO"
"2020-05-21",64,"QUINTANA ROO"
"2021-06-13",51,"COLIMA"
"2021-03-22",477,"MICHOACÁN DE OCAMPO"
"2021-07-08",205,"CHIHUAHUA"
"2021-07-08",519,"QUINTANA ROO"
"2021-08-30",1128,"MORELOS"
"2021-09-22",162,"TLAXCALA"
"2020-05-14",111,"SAN LUIS POTOSÍ"
"2020-04-09",253,"MÉXICO"
"2021-06-11",92,"GUERRERO"
"2020-03-21",46,"SAN LUIS POTOSÍ"
"2020-05-17",173,"SINALOA"
"2020-10-25",338,"ZACATECAS"
"2022-06-29",470,"MORELOS"
"2022-05-07",28,"CAMPECHE"
"2020-03-25",30,"OAXACA"
"2021-09-22",207,"CHIHUAHUA"
"2022-04-15",196,"SAN LUIS POTOSÍ"
"2020-10-30",558,"JALISCO"
"2022-05-27",140,"COAHUILA DE ZARAGOZA"
"2022-06-09",301,"YUCATÁN"
"2022-06-06",478,"JALISCO"
"2022-06-05",93,"CHIHUAHUA"
"2022-06-03",84,"NAYARIT"
"2022-06-05",120,"MORELOS"
"2022-06-03",174,"OAXACA"
"2022-06-05",61,"TLAXCALA"
"2022-06-05",133,"TABASCO"
"2022-06-11",319,"JALISCO"
"2022-06-04",281,"YUCATÁN"
"2022-02-17",592,"PUEBLA"
"2022-06-11",164,"BAJA CALIFORNIA"
"2022-03-13",211,"COAHUILA DE ZARAGOZA"
"2022-06-14",285,"COAHUILA DE ZARAGOZA"
"2022-04-29",116,"MORELOS"
"2022-02-24",319,"GUANAJUATO"
"2022-06-15",478,"GUANAJUATO"
"2022-03-14",207,"COAHUILA DE ZARAGOZA"
"2022-04-30",135,"NUEVO LEÓN"
"2022-03-18",128,"COAHUILA DE ZARAGOZA"
"2022-03-24",156,"TAMAULIPAS"
"2022-07-21",255,"COLIMA"
"2022-06-19",650,"BAJA CALIFORNIA SUR"
"2022-06-21",539,"SONORA"
"2022-06-29",217,"TLAXCALA"
"2021-01-05",482,"YUCATÁN"
"2021-04-13",463,"MORELOS"
"2021-04-12",386,"PUEBLA"
"2021-04-13",196,"QUINTANA ROO"
"2021-04-13",470,"CHIHUAHUA"
"2021-04-10",643,"SAN LUIS POTOSÍ"
"2021-04-13",292,"TLAXCALA"
"2021-04-12",428,"QUERÉTARO"
"2021-04-10",194,"DURANGO"
"2021-04-01",717,"TABASCO"
"2021-04-10",276,"CHIAPAS"
"2021-04-01",479,"CHIHUAHUA"
"2021-04-05",479,"SONORA"
"2021-04-04",219,"AGUASCALIENTES"
"2021-04-08",323,"BAJA CALIFORNIA SUR"
"2021-04-06",266,"CHIAPAS"
"2021-04-06",603,"SAN LUIS POTOSÍ"
"2021-04-06",171,"DURANGO"
"2021-04-04",633,"NUEVO LEÓN"
"2021-04-02",122,"BAJA CALIFORNIA SUR"
"2021-03-31",172,"CHIAPAS"
"2021-03-31",96,"DURANGO"
"2021-03-17",261,"OAXACA"
"2021-03-05",579,"NUEVO LEÓN"
"2021-03-08",607,"SAN LUIS POTOSÍ"
"2021-04-21",113,"ZACATECAS"
"2021-08-12",500,"BAJA CALIFORNIA"
"2021-08-15",723,"COLIMA"
"2021-10-05",698,"SAN LUIS POTOSÍ"
"2021-10-07",796,"NUEVO LEÓN"
"2021-10-06",305,"QUINTANA ROO"
"2021-10-01",3841,"MÉXICO"
"2021-10-03",142,"ZACATECAS"
"2021-10-04",625,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2021-10-06",92,"TLAXCALA"
"2021-09-29",330,"SONORA"
"2021-09-27",625,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2021-09-26",1441,"GUANAJUATO"
"2021-10-11",420,"SONORA"
"2021-10-01",433,"YUCATÁN"
"2021-10-13",477,"JALISCO"
"2021-10-13",727,"BAJA CALIFORNIA"
"2021-10-15",79,"TLAXCALA"
"2021-10-15",286,"QUINTANA ROO"
"2020-05-28",85,"MORELOS"
"2020-05-29",282,"TAMAULIPAS"
"2020-05-29",115,"HIDALGO"
"2020-05-30",180,"GUERRERO"
"2020-06-02",120,"DURANGO"
"2020-06-02",163,"SAN LUIS POTOSÍ"
"2020-06-03",109,"HIDALGO"
"2020-06-04",101,"AGUASCALIENTES"
"2020-06-04",24,"COLIMA"
"2020-06-08",191,"DURANGO"
"2020-06-09",86,"QUINTANA ROO"
"2020-11-30",836,"NUEVO LEÓN"
"2020-12-01",492,"SAN LUIS POTOSÍ"
"2020-11-30",363,"AGUASCALIENTES"
"2020-11-30",92,"COLIMA"
"2020-12-02",430,"SONORA"
"2020-11-25",122,"CAMPECHE"
"2020-11-27",464,"TABASCO"
"2020-11-27",104,"MORELOS"
"2020-12-01",119,"CHIAPAS"
"2020-11-24",831,"NUEVO LEÓN"
"2020-11-26",363,"SONORA"
"2020-12-03",237,"ZACATECAS"
"2020-11-28",210,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-12-03",271,"TAMAULIPAS"
"2020-11-27",101,"QUINTANA ROO"
"2020-11-27",121,"TLAXCALA"
"2020-11-19",556,"COAHUILA DE ZARAGOZA"
"2020-08-06",159,"CHIHUAHUA"
"2020-11-17",852,"NUEVO LEÓN"
"2020-12-11",16597,"CIUDAD DE MÉXICO"
"2020-12-07",1139,"MÉXICO"
"2020-12-08",198,"GUERRERO"
"2022-06-08",206,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-06-03",62,"CAMPECHE"
"2022-06-12",177,"NAYARIT"
"2022-06-14",280,"QUERÉTARO"
"2021-03-31",443,"SAN LUIS POTOSÍ"
"2021-04-07",166,"HIDALGO"
"2021-04-09",338,"SONORA"
"2021-04-07",95,"ZACATECAS"
"2021-04-01",310,"TLAXCALA"
"2021-04-01",145,"QUINTANA ROO"
"2021-04-15",455,"GUANAJUATO"
"2021-04-04",79,"COLIMA"
"2021-04-18",159,"HIDALGO"
"2021-04-19",331,"YUCATÁN"
"2021-10-07",280,"AGUASCALIENTES"
"2021-10-08",293,"BAJA CALIFORNIA SUR"
"2021-10-05",226,"DURANGO"
"2021-10-03",206,"HIDALGO"
"2021-10-03",456,"TAMAULIPAS"
"2021-10-02",220,"BAJA CALIFORNIA SUR"
"2021-10-14",331,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2021-10-15",328,"CHIHUAHUA"
"2020-09-06",60,"COLIMA"
"2020-12-01",344,"DURANGO"
"2020-12-03",247,"HIDALGO"
"2020-11-27",200,"CHIHUAHUA"
"2020-11-23",510,"SONORA"
"2020-11-19",166,"SINALOA"
"2020-11-24",328,"AGUASCALIENTES"
"2020-11-22",205,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-11-20",285,"BAJA CALIFORNIA SUR"
"2020-09-19",87,"NAYARIT"
"2020-08-19",146,"ZACATECAS"
"2020-07-10",316,"BAJA CALIFORNIA"
"2022-06-09",848,"MÉXICO"
"2022-06-10",253,"YUCATÁN"
"2022-06-14",296,"PUEBLA"
"2022-04-12",114,"PUEBLA"
"2022-07-20",439,"TLAXCALA"
"2021-01-11",1068,"TABASCO"
"2021-04-13",612,"TABASCO"
"2021-04-07",272,"TAMAULIPAS"
"2021-03-03",378,"SONORA"
"2021-03-30",625,"NUEVO LEÓN"
"2021-03-30",201,"AGUASCALIENTES"
"2021-04-21",246,"TAMAULIPAS"
"2021-10-06",572,"MORELOS"
"2021-10-07",196,"COLIMA"
"2020-12-04",1052,"GUANAJUATO"
"2020-11-19",653,"QUERÉTARO"
"2020-11-17",390,"AGUASCALIENTES"
"2022-06-05",188,"QUINTANA ROO"
"2022-04-17",42,"TLAXCALA"
"2022-06-16",265,"SONORA"
"2022-06-29",794,"TABASCO"
"2021-02-27",331,"SONORA"
"2021-04-12",197,"SINALOA"
"2021-04-18",296,"TAMAULIPAS"
"2021-04-18",158,"ZACATECAS"
"2021-08-14",557,"QUINTANA ROO"
"2021-05-09",481,"MÉXICO"
"2020-08-31",408,"MICHOACÁN DE OCAMPO"
"2022-06-12",310,"OAXACA"
"2022-06-17",82,"MICHOACÁN DE OCAMPO"
"2021-10-10",535,"SONORA"
"2020-12-07",299,"YUCATÁN"
"2021-01-16",147,"COLIMA"
"2021-01-03",439,"YUCATÁN"
"2020-06-05",327,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-06-08",205,"SAN LUIS POTOSÍ"
"2020-11-19",459,"PUEBLA"
"2020-11-18",1056,"GUANAJUATO"
"2022-06-04",546,"MÉXICO"
"2021-10-05",168,"CHIAPAS"
"2021-09-30",231,"BAJA CALIFORNIA SUR"
"2020-06-03",34,"ZACATECAS"
"2020-11-25",143,"OAXACA"
"2022-07-24",292,"NAYARIT"
"2021-10-06",268,"CHIHUAHUA"
"2021-10-13",7050,"CIUDAD DE MÉXICO"
"2021-02-10",629,"JALISCO"
"2021-08-14",1950,"TABASCO"
"2021-10-15",1178,"TABASCO"
"2021-08-14",291,"TLAXCALA"
"2021-04-11",271,"BAJA CALIFORNIA SUR"
"2020-11-24",71,"COLIMA"
"2021-10-06",1084,"TABASCO"
"2021-04-03",266,"GUERRERO"
"2022-02-20",835,"MÉXICO"
"2022-02-17",1361,"SINALOA"
"2022-02-23",402,"BAJA CALIFORNIA SUR"
"2022-02-22",315,"JALISCO"
"2022-02-17",227,"QUERÉTARO"
"2022-02-18",100,"YUCATÁN"
"2022-02-17",192,"COAHUILA DE ZARAGOZA"
"2022-02-25",168,"QUERÉTARO"
"2022-02-26",286,"CHIAPAS"
"2022-02-28",416,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-06-27",419,"DURANGO"
"2022-06-25",187,"MORELOS"
"2021-02-21",248,"BAJA CALIFORNIA SUR"
"2021-02-13",490,"TABASCO"
"2021-05-07",94,"ZACATECAS"
"2021-05-10",436,"BAJA CALIFORNIA"
"2021-05-06",246,"JALISCO"
"2021-05-03",149,"CHIAPAS"
"2021-05-05",263,"QUINTANA ROO"
"2021-05-14",65,"DURANGO"
"2021-05-05",199,"TLAXCALA"
"2021-04-26",159,"CHIAPAS"
"2021-05-08",206,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2021-05-17",250,"COAHUILA DE ZARAGOZA"
"2021-05-03",155,"DURANGO"
"2021-05-18",337,"BAJA CALIFORNIA SUR"
"2021-05-19",194,"PUEBLA"
"2021-05-19",235,"COAHUILA DE ZARAGOZA"
"2021-05-23",119,"AGUASCALIENTES"
"2021-08-30",285,"TLAXCALA"
"2021-12-06",1371,"MÉXICO"
"2021-12-12",1022,"MÉXICO"
"2021-12-21",955,"MÉXICO"
"2021-12-24",1401,"MÉXICO"
"2020-02-19",1,"TABASCO"
"2020-01-05",6,"OAXACA"
"2020-01-05",14,"NAYARIT"
"2020-01-06",7,"QUERÉTARO"
"2020-01-07",63,"NUEVO LEÓN"
"2020-01-08",12,"MÉXICO"
"2020-01-07",3,"COLIMA"
"2020-01-06",3,"PUEBLA"
"2020-01-07",7,"AGUASCALIENTES"
"2020-01-06",8,"COAHUILA DE ZARAGOZA"
"2020-01-06",1,"SINALOA"
"2020-01-09",4,"SONORA"
"2020-01-10",10,"TLAXCALA"
"2020-01-10",7,"QUINTANA ROO"
"2020-01-10",20,"CHIHUAHUA"
"2020-01-11",12,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-01-13",1,"CAMPECHE"
"2020-01-12",4,"GUERRERO"
"2020-01-13",5,"OAXACA"
"2020-01-10",2,"MORELOS"
"2020-01-14",2,"CAMPECHE"
"2020-01-16",6,"TAMAULIPAS"
"2020-01-18",19,"SAN LUIS POTOSÍ"
"2020-01-19",6,"MICHOACÁN DE OCAMPO"
"2020-01-17",10,"COAHUILA DE ZARAGOZA"
"2020-01-18",2,"CHIAPAS"
"2020-01-17",3,"SINALOA"
"2020-01-21",16,"SONORA"
"2020-01-22",2,"OAXACA"
"2020-01-24",14,"GUANAJUATO"
"2020-01-26",20,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-01-25",7,"BAJA CALIFORNIA SUR"
"2020-01-27",52,"NUEVO LEÓN"
"2020-01-27",4,"COLIMA"
"2020-01-28",4,"GUERRERO"
"2020-01-29",4,"YUCATÁN"
"2020-01-31",11,"SONORA"
"2020-02-01",6,"OAXACA"
"2020-02-01",7,"NAYARIT"
"2020-02-02",6,"ZACATECAS"
"2020-02-04",8,"NAYARIT"
"2020-02-01",1,"CAMPECHE"
"2020-02-06",4,"MICHOACÁN DE OCAMPO"
"2020-02-08",40,"CIUDAD DE MÉXICO"
"2020-02-08",16,"BAJA CALIFORNIA"
"2020-02-11",41,"GUANAJUATO"
"2020-02-12",16,"BAJA CALIFORNIA SUR"
"2020-02-17",8,"PUEBLA"
"2020-02-17",13,"SINALOA"
"2020-02-17",11,"QUERÉTARO"
"2020-02-19",6,"TLAXCALA"
"2020-02-19",4,"MORELOS"
"2020-02-20",7,"MORELOS"
"2020-02-20",4,"TLAXCALA"
"2020-02-19",2,"CHIHUAHUA"
"2020-02-20",6,"QUINTANA ROO"
"2020-02-20",9,"CHIHUAHUA"
"2020-02-22",12,"NAYARIT"
"2020-02-25",38,"GUANAJUATO"
"2020-02-27",11,"ZACATECAS"
"2020-02-27",4,"TAMAULIPAS"
"2020-02-28",21,"SAN LUIS POTOSÍ"
"2020-02-29",20,"AGUASCALIENTES"
"2020-02-29",52,"NUEVO LEÓN"
"2020-03-01",64,"NUEVO LEÓN"
"2020-03-02",8,"YUCATÁN"
"2020-03-03",1,"COLIMA"
"2020-03-05",11,"NAYARIT"
"2020-03-08",26,"MICHOACÁN DE OCAMPO"
"2020-03-09",16,"BAJA CALIFORNIA SUR"
"2020-03-14",14,"SONORA"
"2020-03-15",33,"MICHOACÁN DE OCAMPO"
"2020-03-16",18,"OAXACA"
"2020-03-18",27,"QUINTANA ROO"
"2020-03-19",47,"GUANAJUATO"
"2020-03-22",19,"NAYARIT"
"2020-03-22",17,"OAXACA"
"2020-03-24",43,"MICHOACÁN DE OCAMPO"
"2020-03-27",16,"DURANGO"
"2020-03-26",178,"NUEVO LEÓN"
"2020-03-26",17,"COLIMA"
"2020-03-30",76,"QUINTANA ROO"
"2020-03-31",22,"COLIMA"
"2020-04-02",174,"JALISCO"
"2020-04-01",83,"TABASCO"
"2020-04-02",297,"BAJA CALIFORNIA"
"2020-03-25",17,"CAMPECHE"
"2020-04-06",53,"MICHOACÁN DE OCAMPO"
"2020-04-07",51,"YUCATÁN"
"2020-04-11",22,"COLIMA"
"2020-04-12",59,"TAMAULIPAS"
"2020-04-12",19,"ZACATECAS"
"2020-04-13",18,"ZACATECAS"
"2020-04-14",48,"TLAXCALA"
"2020-04-14",80,"QUINTANA ROO"
"2020-04-15",112,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-10-22",101,"CAMPECHE"
"2020-07-07",850,"GUANAJUATO"
"2022-02-25",742,"SINALOA"
"2021-01-06",284,"DURANGO"
"2021-05-05",674,"TABASCO"
"2021-05-06",263,"BAJA CALIFORNIA"
"2021-05-11",135,"DURANGO"
"2021-05-14",128,"CHIAPAS"
"2021-05-07",84,"HIDALGO"
"2021-05-17",194,"SINALOA"
"2021-05-04",164,"AGUASCALIENTES"
"2021-03-07",247,"MORELOS"
"2021-04-29",231,"BAJA CALIFORNIA"
"2021-05-19",160,"SINALOA"
"2021-05-22",320,"BAJA CALIFORNIA"
"2021-08-24",341,"AGUASCALIENTES"
"2020-01-03",5,"NAYARIT"
"2020-01-13",7,"NAYARIT"
"2020-01-16",21,"HIDALGO"
"2020-01-17",3,"PUEBLA"
